PWM;ADC
0; 0.000000
5; 0.000000
10; 0.000000
15; 0.000000
20; 0.000000
25; 0.000000
30; 0.000000
35; 0.000000
40; 0.000000
45; 0.000000
50; 0.000000
55; 0.000000
60; 0.000000
65; 0.000000
70; 0.000000
75; 0.000000
80; 0.000000
85; 0.000000
90; 0.000000
95; 0.000000
100; 0.000000
105; 0.000000
110; 0.000000
115; 0.000000
120; 0.000000
125; 0.000000
130; 0.000000
135; 0.000000
140; 0.000000
145; 0.000000
150; 0.000000
155; 0.000000
160; 0.000000
165; 0.000000
170; 0.000000
175; 0.000000
180; 0.000000
185; 0.000000
190; 0.000000
195; 0.140000
200; 0.000000
205; 0.000000
210; 0.000000
215; 0.000000
220; 0.000000
225; 0.200000
230; 0.000000
235; 0.000000
240; 0.200000
245; 0.040000
250; 0.000000
255; 0.020000
260; 0.000000
265; 0.000000
270; 0.000000
275; 0.000000
280; 0.040000
285; 0.120000
290; 0.180000
295; 0.220000
300; 0.800000
305; 0.460000
310; 0.850000
315; 0.750000
320; 1.180000
325; 0.710000
330; 1.050000
335; 1.290000
340; 1.280000
345; 1.880000
350; 2.220000
355; 2.910000
360; 3.620000
365; 4.550000
370; 5.300000
375; 6.500000
380; 7.370000
385; 9.570000
390; 11.240000
395; 13.880000
400; 16.570000
405; 19.110000
410; 21.420000
415; 23.420000
420; 24.140000
425; 27.960000
430; 29.670000
435; 33.080000
440; 36.540000
445; 38.840000
450; 41.100000
455; 43.720000
460; 46.180000
465; 49.510000
470; 51.380000
475; 53.970000
480; 55.390000
485; 58.550000
490; 61.000000
495; 63.650000
500; 66.440000
505; 69.200000
510; 72.010000
515; 74.280000
520; 76.740000
525; 79.340000
530; 82.470000
535; 83.050000
540; 85.320000
545; 88.770000
550; 92.230000
555; 94.910000
560; 96.210000
565; 100.730000
570; 103.260000
575; 106.670000
580; 109.430000
585; 111.170000
590; 113.690000
595; 117.170000
600; 120.360000
605; 122.250000
610; 125.910000
615; 126.700000
620; 130.770000
625; 133.510000
630; 137.790000
635; 138.770000
640; 142.420000
645; 144.880000
650; 148.570000
655; 150.650000
660; 153.360000
665; 156.570000
670; 159.020000
675; 162.270000
680; 165.310000
685; 168.730000
690; 172.600000
695; 174.670000
700; 178.050000
705; 181.150000
710; 184.030000
715; 186.200000
720; 189.840000
725; 192.690000
730; 194.720000
735; 197.760000
740; 203.630000
745; 203.720000
750; 206.890000
755; 210.580000
760; 214.310000
765; 216.510000
770; 221.180000
775; 224.160000
780; 225.840000
785; 231.380000
790; 234.830000
795; 239.200000
800; 241.780000
805; 245.870000
810; 248.100000
815; 253.360000
820; 255.660000
825; 259.950000
830; 263.010000
835; 265.490000
840; 269.430000
845; 272.140000
850; 275.030000
855; 279.190000
860; 282.720000
865; 285.810000
870; 288.400000
875; 292.310000
880; 296.130000
885; 299.380000
890; 302.230000
895; 306.380000
900; 309.800000
905; 313.880000
910; 316.340000
915; 320.220000
920; 323.970000
925; 327.690000
930; 330.340000
935; 334.310000
940; 338.560000
945; 339.580000
950; 344.680000
955; 348.420000
960; 351.910000
965; 355.610000
970; 359.210000
975; 362.180000
980; 366.670000
985; 370.170000
990; 374.820000
995; 378.450000
1000; 381.360000
1005; 385.770000
1010; 389.770000
1015; 392.400000
1020; 397.390000
1025; 400.140000
1030; 404.490000
1035; 407.730000
1040; 412.380000
1045; 415.850000
1050; 419.530000
1055; 422.260000
1060; 428.900000
1065; 430.960000
1070; 436.700000
1075; 440.260000
1080; 443.040000
1085; 447.780000
1090; 451.170000
1095; 456.030000
1100; 461.460000
1105; 463.950000
1110; 469.260000
1115; 472.360000
1120; 477.560000
1125; 480.700000
1130; 486.050000
1135; 489.610000
1140; 494.970000
1145; 497.570000
1150; 504.000000
1155; 507.310000
1160; 513.200000
1165; 515.870000
1170; 521.870000
1175; 526.720000
1180; 531.900000
1185; 536.810000
1190; 541.840000
1195; 545.140000
1200; 552.120000
1205; 555.510000
1210; 558.300000
1215; 566.640000
1220; 571.620000
1225; 575.330000
1230; 578.650000
1235; 586.850000
1240; 591.900000
1245; 596.180000
1250; 598.660000
1255; 603.320000
1260; 610.020000
1265; 614.410000
1270; 619.590000
1275; 622.520000
1280; 627.460000
1285; 632.960000
1290; 637.980000
1295; 643.040000
1300; 648.270000
1305; 652.760000
1310; 657.080000
1315; 662.660000
1320; 667.540000
1325; 673.410000
1330; 677.970000
1335; 682.990000
1340; 689.490000
1345; 693.180000
1350; 697.080000
1355; 703.820000
1360; 708.410000
1365; 715.390000
1370; 719.690000
1375; 725.630000
1380; 730.310000
1385; 735.670000
