PWM;ADC
0; 0.000000
5; 0.000000
10; 0.000000
15; 0.000000
20; 0.000000
25; 0.000000
30; 0.000000
35; 0.000000
40; 0.000000
45; 0.000000
50; 0.000000
55; 0.000000
60; 0.000000
65; 0.000000
70; 0.000000
75; 0.000000
80; 0.000000
85; 0.000000
90; 0.000000
95; 0.000000
100; 0.000000
105; 0.000000
110; 0.000000
115; 0.000000
120; 0.000000
125; 0.000000
130; 16.070000
135; 0.000000
140; 0.000000
145; 0.000000
150; 0.000000
155; 0.000000
160; 0.000000
165; 0.000000
170; 0.000000
175; 0.000000
180; 0.000000
185; 0.000000
190; 0.000000
195; 0.000000
200; 0.000000
205; 0.000000
210; 0.000000
215; 0.000000
220; 0.000000
225; 0.000000
230; 0.000000
235; 0.000000
240; 0.000000
245; 0.000000
250; 0.000000
255; 0.000000
260; 0.000000
265; 0.030000
270; 0.000000
275; 0.060000
280; 0.030000
285; 0.100000
290; 0.210000
295; 0.380000
300; 0.340000
305; 0.770000
310; 0.740000
315; 0.790000
320; 0.660000
325; 1.440000
330; 0.700000
335; 1.530000
340; 1.060000
345; 1.680000
350; 2.010000
355; 3.340000
360; 3.720000
365; 4.360000
370; 5.850000
375; 5.790000
380; 7.660000
385; 8.340000
390; 11.100000
395; 14.890000
400; 16.700000
405; 18.380000
410; 21.040000
415; 23.410000
420; 25.290000
425; 27.950000
430; 29.980000
435; 33.250000
440; 35.400000
445; 37.070000
450; 41.530000
455; 44.050000
460; 45.720000
465; 48.680000
470; 52.230000
475; 54.420000
480; 55.430000
485; 59.030000
490; 60.720000
495; 65.110000
500; 79.140000
505; 68.570000
510; 70.650000
515; 74.030000
520; 76.770000
525; 78.140000
530; 80.280000
535; 84.250000
540; 86.510000
545; 88.530000
550; 91.040000
555; 94.720000
560; 97.670000
565; 101.680000
570; 104.080000
575; 105.270000
580; 109.240000
585; 110.890000
590; 113.590000
595; 118.490000
600; 120.170000
605; 121.690000
610; 126.230000
615; 128.590000
620; 131.860000
625; 132.480000
630; 136.990000
635; 141.360000
640; 141.820000
645; 144.970000
650; 147.090000
655; 150.280000
660; 154.940000
665; 156.490000
670; 158.760000
675; 163.250000
680; 165.720000
685; 168.380000
690; 172.930000
695; 174.250000
700; 177.730000
705; 180.770000
710; 185.200000
715; 187.620000
720; 190.570000
725; 193.470000
730; 196.410000
735; 199.330000
740; 202.340000
745; 204.090000
750; 208.390000
755; 210.940000
760; 214.180000
765; 216.280000
770; 216.740000
775; 224.960000
780; 227.390000
785; 232.280000
790; 236.370000
795; 238.500000
800; 241.840000
805; 247.380000
810; 249.570000
815; 252.940000
820; 256.780000
825; 259.790000
830; 263.070000
835; 266.060000
840; 269.800000
845; 272.940000
850; 276.880000
855; 279.100000
860; 281.590000
865; 285.220000
870; 288.980000
875; 292.930000
880; 296.120000
885; 299.920000
890; 302.870000
895; 306.250000
900; 309.880000
905; 313.560000
910; 317.590000
915; 321.090000
920; 325.200000
925; 326.760000
930; 331.030000
935; 335.810000
940; 338.160000
945; 341.420000
950; 346.410000
955; 349.330000
960; 350.540000
965; 354.580000
970; 359.710000
975; 363.370000
980; 366.750000
985; 370.760000
990; 373.560000
995; 377.870000
1000; 382.200000
1005; 385.760000
1010; 389.650000
1015; 394.730000
1020; 397.970000
1025; 401.540000
1030; 403.460000
1035; 406.490000
1040; 411.830000
1045; 415.230000
1050; 417.810000
1055; 423.700000
1060; 427.600000
1065; 431.110000
1070; 435.970000
1075; 440.800000
1080; 444.800000
1085; 448.150000
1090; 450.990000
1095; 455.780000
1100; 460.470000
1105; 464.630000
1110; 469.020000
1115; 472.710000
1120; 476.990000
1125; 481.890000
1130; 484.810000
1135; 489.940000
1140; 495.100000
1145; 497.790000
1150; 504.600000
1155; 508.390000
1160; 512.440000
1165; 516.960000
1170; 521.230000
1175; 525.160000
1180; 530.880000
1185; 536.640000
1190; 540.540000
1195; 559.820000
1200; 552.140000
1205; 554.390000
1210; 560.030000
1215; 567.260000
1220; 571.770000
1225; 578.680000
1230; 581.670000
1235; 583.650000
1240; 590.920000
1245; 595.100000
1250; 600.330000
1255; 603.990000
1260; 609.600000
1265; 614.270000
1270; 618.600000
1275; 624.730000
1280; 628.070000
1285; 633.880000
1290; 637.860000
1295; 642.930000
1300; 648.830000
1305; 652.750000
1310; 660.030000
1315; 662.900000
1320; 667.240000
1325; 673.910000
1330; 678.020000
1335; 684.450000
1340; 687.050000
1345; 691.420000
1350; 705.430000
1355; 705.590000
1360; 709.140000
1365; 714.220000
1370; 721.220000
1375; 724.700000
1380; 729.440000
1385; 736.010000
