i,time,raw_accel,raw_gyro,kalman_accel
541,6086516,-0.21871637,-96.88867188,0.09246676
542,6088513,-0.58530976,-92.12792969,0.08406012
543,6090517,-0.72193077,-84.13232422,0.07490842
544,6092535,-0.43973366,-79.24951172,0.06815634
545,6094524,-0.39548658,-71.43701172,0.06207226
546,6096514,-0.37942328,-64.96728516,0.05639916
547,6098511,-0.50202050,-59.71826172,0.05002039
548,6100511,-0.38151376,-55.81201172,0.04475291
549,6102524,-0.10589906,-52.76025391,0.04173283
550,6104514,-0.11646576,-46.83984375,0.03885297
551,6106507,-0.16621996,-44.52050781,0.03572889
552,6108501,-0.03624634,-43.84912109,0.03365892
553,6110501,-0.08173096,-42.50634766,0.03129443
554,6112515,-0.10304622,-41.16357422,0.02881762
555,6114507,-0.33198293,-39.14941406,0.02468775
556,6116502,-0.30534198,-36.76904297,0.02087367
557,6118494,-0.41536937,-32.61865234,0.01637451
558,6120501,-0.54617065,-25.96582031,0.01111513
559,6122518,-0.75730529,-14.91845703,0.00461686
560,6124516,-0.72983648,-0.14794922,-0.00113539
561,6126508,-0.42459762,12.36425781,-0.00405693
562,6128506,-0.47472358,24.26611328,-0.00692199
563,6130513,-0.72942428,35.74072266,-0.01130887
564,6132529,-0.74029677,48.00878906,-0.01531446
565,6134522,-0.64755482,60.39892578,-0.01817072
566,6136517,-0.49791868,71.81250000,-0.01945968
567,6138516,-0.55513898,81.45605469,-0.02082349
568,6140520,-0.60689570,89.20751953,-0.02228026
569,6142533,-0.29117274,96.22656250,-0.02103964
570,6144522,0.08356643,99.15625000,-0.01684284
571,6146513,-0.00985924,101.71972656,-0.01330601
572,6148505,-0.13892675,101.23144531,-0.01076964
573,6150508,0.01304198,101.35351562,-0.00708306
574,6152522,0.04492238,101.90283203,-0.00313222
575,6154513,-0.03082473,102.02490234,0.00018024
576,6156506,-0.08183333,101.41455078,0.00305746
577,6158501,-0.04812540,99.40039062,0.00611672
578,6160654,0.07363084,96.34863281,0.01011752
579,6162723,-0.00230090,96.04345703,0.01355863
580,6164716,0.08451191,96.04345703,0.01746169
581,6166707,0.09940604,96.16552734,0.02140538
582,6168699,0.26156767,96.83691406,0.02657786
583,6170801,0.39454227,94.57861328,0.03276985
584,6172824,0.38225950,92.07617188,0.03876455
585,6174804,0.39381511,87.68164062,0.04455050
586,6176808,0.38220726,83.47021484,0.05005120
587,6178806,0.34572414,79.86914062,0.05511238
588,6181020,0.19684157,75.71875000,0.05899723
589,6183060,0.05036113,73.33837891,0.06166798
590,6185063,0.09154084,71.75146484,0.06440629
591,6187070,0.42419700,72.05664062,0.06966288
592,6189078,0.74890448,69.73730469,0.07731021
593,6191160,0.87661394,64.67138672,0.08577346
594,6193177,0.52465743,53.31884766,0.09114155
595,6195166,0.27755656,40.86767578,0.09409185
596,6197159,0.41655969,34.52001953,0.09780842
597,6199152,0.83077432,23.77783203,0.10433860
598,6201152,0.98061944,13.40185547,0.11160600
599,6203169,0.84495322,-4.11523438,0.11723714
600,6205162,0.59542895,-22.60888672,0.12028155
601,6207159,0.61908853,-37.56250000,0.12293599
602,6209152,0.80408674,-54.53027344,0.12641769
603,6211153,0.41228137,-65.33349609,0.12644352
604,6213166,-0.14465951,-75.83154297,0.12181480
605,6215156,-0.21772881,-79.31054688,0.11650733
606,6217146,-0.09624373,-79.55468750,0.11213822
607,6219124,-0.04342927,-76.44189453,0.10829158
608,6221127,-0.10707078,-73.20703125,0.10409112
609,6223130,-0.26367654,-69.54492188,0.09881994
610,6225123,-0.25826312,-65.33349609,0.09379712
611,6227121,-0.14666768,-60.26757812,0.08982800
612,6229112,-0.18642536,-55.68994141,0.08574840
613,6231274,-0.25789782,-49.95263672,0.08127028
614,6233287,-0.35042933,-44.58154297,0.07629192
615,6235276,-0.34262062,-38.60009766,0.07169931
616,6237265,-0.18197684,-33.53417969,0.06855657
617,6239254,-0.27724833,-28.22412109,0.06488914
618,6241254,-0.38037181,-24.13476562,0.06060922
619,6243263,-0.35016643,-19.67919922,0.05673751
620,6245252,-0.30335602,-19.19091797,0.05331376
621,6247242,-0.18158084,-16.38330078,0.05092568
622,6249232,-0.14579549,-12.11083984,0.04896463
623,6251232,-0.21422535,-8.50976562,0.04662377
624,6253241,-0.24019002,-6.61767578,0.04417982
625,6255230,-0.18491463,-5.51904297,0.04222588
626,6257205,-0.06074228,-2.65039062,0.04132141
627,6259211,-0.09732982,0.40136719,0.04024721
628,6261267,-0.11948744,1.86621094,0.03907692
629,6263326,-0.10850418,3.39208984,0.03805420
630,6265316,-0.10084799,5.46728516,0.03716254
631,6267305,-0.11952153,8.03076172,0.03621688
632,6269294,-0.09581700,11.26562500,0.03556559
633,6271322,-0.09842825,13.15771484,0.03498082
634,6273335,0.01415268,14.68359375,0.03532367
635,6275324,0.16133185,17.00292969,0.03685444
636,6277317,0.47204390,17.97949219,0.04079797
637,6279310,0.61018791,19.68847656,0.04582192
638,6281335,0.83520406,15.41601562,0.05243966
639,6283361,0.95827874,6.62695312,0.05968955
640,6285354,0.73582978,-1.67382812,0.06488218
641,6287347,0.85407479,-9.05908203,0.07067698
642,6289340,0.97105660,-17.29882812,0.07704545
643,6291373,1.06748900,-29.13964844,0.08371716
644,6293391,0.97878268,-41.40771484,0.08922279
645,6295385,0.96610500,-53.61474609,0.09419180
646,6297378,0.99948849,-63.50244141,0.09901697
647,6299371,0.92345418,-73.20703125,0.10288721
648,6301380,0.87145991,-81.14160156,0.10602893
649,6303392,0.68254232,-86.51269531,0.10746737
650,6305385,0.66276937,-89.62548828,0.10865076
651,6307376,0.77554643,-93.89794922,0.11055245
652,6309369,0.50480638,-95.54589844,0.11028848
653,6311370,0.24914126,-96.15625000,0.10803092
654,6313379,0.36678774,-93.65380859,0.10672400
655,6315372,0.51962202,-90.90722656,0.10672237
656,6317360,0.32350605,-89.38134766,0.10528756
657,6319349,0.28081152,-87.73339844,0.10359261
658,6321351,0.31732153,-84.86474609,0.10227083
659,6323364,0.46121831,-84.68164062,0.10205957
660,6325357,0.40805056,-85.90234375,0.10144393
661,6327347,0.31839107,-84.80371094,0.10017017
662,6329340,0.41765831,-85.04785156,0.09966905
663,6331344,0.64380230,-87.61132812,0.10082206
664,6333358,0.46097537,-91.09033203,0.10042719
665,6335347,0.30627314,-93.22656250,0.09880313
666,6337336,0.27412094,-95.48486328,0.09687506
667,6339329,0.52569551,-98.59765625,0.09678336
668,6341330,0.31168595,-101.64941406,0.09493860
669,6343338,0.12901553,-103.90771484,0.09159688
670,6345327,0.20224944,-106.59326172,0.08879318
671,6347316,0.29981064,-108.11914062,0.08669632
672,6349305,0.16250032,-110.49951172,0.08349050
673,6351305,0.04846459,-109.82812500,0.07942179
674,6353314,0.10441201,-109.09570312,0.07580469
675,6355303,0.17016498,-109.58398438,0.07275192
676,6357292,0.29901672,-111.23193359,0.07066523
677,6359298,0.04372086,-111.59814453,0.06660244
678,6361355,0.05322036,-112.08642578,0.06256159
679,6363397,0.20957175,-112.81884766,0.05966405
680,6365386,0.10143579,-113.67333984,0.05604580
681,6367374,0.01155307,-114.58886719,0.05176795
682,6369363,-0.06386276,-114.52783203,0.04693745
683,6371364,-0.04002380,-114.52783203,0.04231493
684,6373373,-0.03923464,-114.77197266,0.03769176
685,6375362,-0.06986443,-113.91748047,0.03293318
686,6377351,0.00940485,-112.94091797,0.02885392
687,6379340,0.05717847,-112.69677734,0.02518612
688,6381341,-0.12737160,-114.16162109,0.02008751
689,6383350,-0.08452163,-113.79541016,0.01531862
690,6385339,0.05347073,-113.67333984,0.01168750
691,6387328,0.10755742,-113.61230469,0.00850634
692,6389318,-0.03472862,-116.11474609,0.00419560
693,6391338,-0.09796866,-115.93164062,-0.00061319
694,6393351,0.01847569,-115.56542969,-0.00452770
695,6395340,0.04375091,-116.29785156,-0.00816040
696,6397329,-0.04130558,-117.88476562,-0.01246097
697,6399318,-0.03916610,-118.06787109,-0.01673092
698,6401319,-0.03570268,-117.51855469,-0.02094144
699,6403327,-0.04292439,-117.64062500,-0.02520793
700,6405317,-0.21220188,-118.37304688,-0.03071538
701,6407306,-0.36819139,-117.64062500,-0.03735284
702,6409295,-0.31664962,-115.38232422,-0.04348498
703,6411295,-0.31293933,-110.13330078,-0.04939472
704,6413304,-0.40237479,-105.25048828,-0.05580694
705,6415292,-0.36141182,-101.16113281,-0.06166608
706,6417285,-0.47411441,-96.58349609,-0.06819012
707,6419274,-0.39299674,-89.62548828,-0.07382508
708,6421275,-0.25692534,-83.70507812,-0.07816909
709,6423283,-0.20717867,-78.51708984,-0.08193940
710,6425272,-0.29391425,-74.36669922,-0.08615951
711,6427261,-0.31068118,-70.94873047,-0.09034995
712,6429250,-0.19057944,-67.59179688,-0.09347405
713,6431250,-0.06021785,-66.24902344,-0.09551960
714,6433259,0.04441230,-65.08935547,-0.09672971
715,6435248,-0.35147939,-65.08935547,-0.10092145
716,6437237,-0.39318941,-63.44140625,-0.10535418
717,6439230,-0.49603087,-61.85449219,-0.11048809
718,6441235,-0.53231405,-52.33300781,-0.11560771
719,6443252,-0.47318836,-42.87255859,-0.11992498
720,6445242,-0.37753170,-34.20556641,-0.12315297
721,6447235,-0.50896778,-26.69824219,-0.12708828
722,6449213,-0.51890383,-19.37402344,-0.13081355
723,6451281,-0.57476301,-9.97460938,-0.13463820
724,6453297,-0.50368355,-1.67382812,-0.13759598
725,6455290,-0.60301008,7.90869141,-0.14096497
726,6457283,-0.70840556,16.81982422,-0.14480027
727,6459293,-0.68145207,28.53857422,-0.14801644
728,6461343,-0.66848063,40.50146484,-0.15067812
729,6463376,-0.87879786,53.01367188,-0.15447456
730,6465377,-0.91471107,70.34765625,-0.15799820
731,6467369,-0.86771796,90.79443359,-0.16046504
732,6469362,-0.86665969,112.58398438,-0.16217171
733,6471366,-0.77162907,133.58007812,-0.16239130
734,6473378,-0.75687396,153.11132812,-0.16176599
735,6475371,-0.47679917,169.10253906,-0.15847543
736,6477361,-0.41850630,180.57714844,-0.15433745
737,6479350,-0.23577217,187.35205078,-0.14856214
738,6481352,0.12952088,189.54931641,-0.13990272
739,6483364,0.54699930,190.95312500,-0.12800289
740,6485358,0.49191897,187.71826172,-0.11674884
741,6487347,0.36513413,183.26269531,-0.10670300
742,6489340,0.74751709,177.15917969,-0.09401029
743,6491365,0.88408380,171.36083984,-0.08051960
744,6493382,0.82916631,164.15869141,-0.06772452
745,6495375,1.01312236,153.05029297,-0.05407495
746,6497368,0.87249373,140.59912109,-0.04202870
747,6499361,0.76196756,130.58935547,-0.03128434
748,6501371,0.93347232,120.45751953,-0.01964750
749,6503383,0.80042709,112.03466797,-0.00938439
750,6505377,0.99145769,103.61181641,0.00192127
751,6507370,0.82996786,93.47998047,0.01156891
752,6509363,0.99892858,82.31054688,0.02205759
753,6511368,0.97165986,66.31933594,0.03175199
754,6513381,0.77270541,55.45507812,0.03945128
755,6515373,0.74281655,42.51562500,0.04641125
756,6517366,0.78615992,27.98925781,0.05315935
757,6519358,0.96066490,15.04980469,0.06072918
758,6521394,0.94869024,1.98828125,0.06770128
759,6523412,0.74543732,-13.27050781,0.07255422
760,6525404,0.72085640,-27.79687500,0.07667844
761,6527396,0.68998042,-41.46875000,0.08005640
762,6529388,0.45212012,-50.37988281,0.08123998
763,6531393,0.48542592,-57.88720703,0.08239250
764,6533406,0.44253935,-63.86865234,0.08296829
765,6535400,0.82061871,-70.15527344,0.08623742
766,6537392,0.82019513,-83.39990234,0.08908557
767,6539389,0.88397047,-98.84179688,0.09188385
768,6541414,0.90483144,-114.95507812,0.09423443
769,6543437,0.96161070,-131.49560547,0.09638388
770,6545435,0.81249459,-149.19580078,0.09684691
771,6547433,0.71399601,-164.57666016,0.09600545
772,6549426,0.24805523,-175.99023438,0.09118441
773,6551460,-0.15101378,-181.48339844,0.08305365
774,6553479,0.00515272,-186.00000000,0.07594032
775,6555475,0.06729079,-185.14550781,0.06945968
776,6557473,0.17646309,-184.41308594,0.06389292
777,6559485,0.01427793,-186.97656250,0.05704641
778,6561827,-0.52989895,-186.18310547,0.04552537
779,6563874,-0.41856148,-185.20654297,0.03488549
780,6565866,-0.24923055,-181.23925781,0.02637153
781,6567862,-0.46644092,-176.35644531,0.01646489
782,6569846,-0.47907142,-172.63330078,0.00668830
783,6571963,-0.52271174,-165.98046875,-0.00331685
784,6573976,-0.62286356,-159.20556641,-0.01384220
785,6575970,-0.54806487,-154.75000000,-0.02332266
786,6577962,-0.66496376,-142.72607422,-0.03326896
787,6580043,-0.53010074,-133.44873047,-0.04186391
788,6582072,-0.39039889,-122.34033203,-0.04900243
789,6584083,-0.65562498,-113.06298828,-0.05768233
790,6586091,-0.84336980,-105.00634766,-0.06742275
791,6588107,-0.93193047,-88.77099609,-0.07728296
792,6590311,-0.79871629,-70.33837891,-0.08554511
793,6592335,-0.74105888,-48.85400391,-0.09257805
794,6594331,-0.78499061,-27.85791016,-0.09904036
795,6596324,-0.75391182,-9.42529297,-0.10454839
796,6598318,-0.67254363,4.06347656,-0.10888094
797,6600318,-0.70478894,19.32226562,-0.11291502
798,6602331,-0.74041909,31.52929688,-0.11673505
799,6604327,-0.83394450,48.86328125,-0.12069280
800,6606320,-0.76126529,68.63867188,-0.12340838
801,6608313,-0.53618632,85.36230469,-0.12377263
802,6610314,-0.56990048,102.51318359,-0.12379696
803,6612327,-0.53923994,115.94091797,-0.12305871
804,6614320,-0.33281744,124.85205078,-0.12042049
805,6616309,-0.13139668,130.71142578,-0.11605545
806,6618298,0.18150447,133.39697266,-0.10920366
807,6620295,0.13944679,134.25146484,-0.10267193
808,6622303,-0.02514300,132.35937500,-0.09745790
809,6624297,0.00001149,127.72070312,-0.09225257
810,6626285,0.16953937,124.97412109,-0.08591551
811,6628274,0.23394281,124.30273438,-0.07917946
812,6630291,0.34365229,121.61718750,-0.07169784
813,6632316,0.35393733,116.61230469,-0.06428975
814,6634309,0.52570994,108.25048828,-0.05594822
815,6636298,0.37031560,102.14697266,-0.04910698
816,6638289,0.61575087,96.89794922,-0.04062872
817,6640290,0.43288214,88.96337891,-0.03385680
818,6642302,0.32365509,83.89746094,-0.02814659
819,6644291,0.32365549,78.09912109,-0.02270521
820,6646280,0.28585147,75.23046875,-0.01772407
821,6648269,0.11544969,70.53076172,-0.01423454
822,6650266,0.18692855,67.84521484,-0.01032869
823,6652279,0.10390311,66.25830078,-0.00712968
824,6654272,0.40416681,63.63378906,-0.00175846
825,6656261,0.27151701,62.53515625,0.00250003
826,6658254,0.75196184,55.82128906,0.01022198
827,6660316,0.64476375,49.16845703,0.01686439
828,6662394,0.68067546,37.63281250,0.02341099
829,6664386,0.53603490,23.04541016,0.02827911
830,6666379,0.47472926,12.66943359,0.03222670
831,6668371,0.78935876,-1.55175781,0.03809670
832,6670380,0.86883310,-14.49121094,0.04407040
833,6672395,0.79955941,-26.94238281,0.04902589
834,6674388,0.80096243,-42.81152344,0.05344453
835,6676381,0.87360392,-55.75097656,0.05791457
836,6678374,0.98810297,-69.05664062,0.06276969
837,6680395,0.75114845,-81.38574219,0.06532171
838,6682424,0.95981949,-95.91210938,0.06892352
839,6684419,1.01160675,-113.67333984,0.07235870
840,6686414,1.15464939,-129.35937500,0.07631504
841,6688407,1.06969096,-146.02197266,0.07902535
842,6690412,1.03267538,-162.74560547,0.08084011
843,6692435,0.95183047,-178.79785156,0.08139248
844,6694434,0.86042399,-191.61523438,0.08082402
845,6696430,0.67940721,-202.54052734,0.07849840
846,6698421,0.23337391,-210.59716797,0.07248221
847,6700424,-0.63011790,-216.82275391,0.05965820
848,6702444,-0.18377953,-220.42382812,0.05011870
849,6704440,0.28622759,-221.33935547,0.04426753
850,6706440,0.46118933,-220.05761719,0.03982948
851,6708433,-0.33035182,-222.74316406,0.02931880
852,6710451,-0.47546647,-225.30664062,0.01764883
853,6712483,-0.31513458,-223.71972656,0.00720126
854,6714480,-0.28609507,-220.05761719,-0.00271481
855,6716476,-0.41410593,-216.39550781,-0.01338142
856,6718478,-0.52837151,-212.55029297,-0.02471705
857,6720487,-0.51423910,-205.47021484,-0.03566614
858,6722503,-0.33173276,-197.71875000,-0.04492005
859,6724499,-0.61842760,-192.04248047,-0.05600663
860,6726496,-0.63781935,-187.28173828,-0.06697721
861,6728493,-0.50072446,-177.82128906,-0.07653152
862,6730520,-0.45299872,-166.77392578,-0.08532266
863,6732549,-0.57262277,-159.32763672,-0.09474553
864,6734542,-0.87624293,-151.33203125,-0.10604464
865,6736544,-1.05864313,-137.29394531,-0.11821250
866,6738536,-0.76968939,-118.86132812,-0.12747410
867,6740643,-0.74745437,-97.68212891,-0.13587410
868,6742659,-0.78562318,-77.05224609,-0.14380599
869,6744650,-0.70695193,-57.45996094,-0.15027819
870,6746643,-0.66720004,-40.37011719,-0.15577987
871,6748636,-0.43195707,-30.29931641,-0.15902924
872,6750745,-0.65866493,-17.66503906,-0.16359461
873,6752776,-0.71739647,-9.18115234,-0.16824780
874,6754782,-0.69163021,4.97900391,-0.17220994
875,6756785,-0.65591978,21.76367188,-0.17530855
876,6758791,-0.54982073,37.32763672,-0.17701950
877,6760925,-0.43911793,51.36572266,-0.17731092
878,6763010,-0.56032862,64.00000000,-0.17801825
879,6764999,-0.13019495,74.43701172,-0.17513348
880,6766989,-0.05187451,80.11328125,-0.17147869
881,6768978,-0.03488378,82.67675781,-0.16760469
882,6771060,0.22725770,81.15087891,-0.16170846
883,6773088,0.05991472,77.97705078,-0.15718939
884,6775086,0.14351375,71.81250000,-0.15233413
885,6777090,0.33802638,67.11279297,-0.14620732
886,6779094,0.31114448,64.48828125,-0.14043952
887,6781275,0.24599751,59.23925781,-0.13528318
888,6783287,0.01987008,54.05126953,-0.13207067
889,6785276,0.19079708,50.51123047,-0.12782102
890,6787269,0.65937542,44.04150391,-0.12020743
891,6789258,0.21976436,40.37939453,-0.11617605
892,6791258,0.19732708,34.70312500,-0.11252281
893,6793267,0.26626879,30.97998047,-0.10850427
894,6795256,0.28027785,27.80615234,-0.10453608
895,6797252,0.42708679,23.65576172,-0.09960703
896,6799242,0.32147270,18.71191406,-0.09568858
897,6801281,0.04420482,15.53808594,-0.09404580
898,6803295,0.06396826,11.57080078,-0.09238994
899,6805284,0.16451572,8.21386719,-0.09010710
900,6807273,0.36258856,4.18554688,-0.08645669
901,6809262,0.12643725,0.34033203,-0.08477906
902,6811283,-0.13814541,-2.77246094,-0.08525712
903,6813295,-0.05053361,-4.17626953,-0.08512470
904,6815285,0.04723794,-3.93212891,-0.08424780
905,6817274,-0.04554921,-4.60351562,-0.08410377
906,6819263,-0.38337141,-3.13867188,-0.08651867
907,6821292,-0.38649441,1.62207031,-0.08880329
908,6823304,-0.16153212,5.28417969,-0.08920831
909,6825293,-0.24159808,9.73974609,-0.09007978
910,6827282,-0.23264659,12.18115234,-0.09077426
911,6829274,-0.43795305,14.07324219,-0.09296622
912,6831275,-0.28129074,18.34570312,-0.09381274
913,6833284,-0.05048453,18.71191406,-0.09283161
914,6835273,-0.06869764,19.62744141,-0.09197791
915,6837262,-0.22632559,19.56640625,-0.09233274
916,6839252,-0.13891787,20.97021484,-0.09197958
917,6841253,0.05934177,20.11572266,-0.09011738
918,6843261,0.00737895,18.89501953,-0.08870106
919,6845251,-0.02647148,17.24707031,-0.08761510
920,6847239,-0.13266295,17.49121094,-0.08735977
921,6849229,-0.00101818,17.49121094,-0.08609588
922,6851230,0.08048141,15.11083984,-0.08427672
923,6853238,0.02889533,13.64599609,-0.08292124
924,6855227,-0.07924793,13.46289062,-0.08242725
925,6857217,0.20902533,11.93701172,-0.07977061
926,6859222,-0.00306174,11.38769531,-0.07878468
927,6861300,-0.11447634,9.43457031,-0.07870705
928,6863345,0.02481193,7.96972656,-0.07761435
929,6865335,0.07353815,7.60351562,-0.07618857
930,6867325,0.09479505,4.18554688,-0.07470463
931,6869314,0.05187978,2.29345703,-0.07363937
932,6871315,-0.05673182,1.43896484,-0.07345265
933,6873323,-0.08337546,0.27929688,-0.07350852
934,6875313,-0.07915413,-1.30761719,-0.07358291
935,6877302,-0.09242446,-3.07763672,-0.07381769
936,6879291,-0.06458737,-3.68798828,-0.07386869
937,6881292,-0.02480253,-3.44384766,-0.07361411
938,6883301,-0.02527608,-4.54248047,-0.07339247
939,6885290,-0.13789726,-5.82421875,-0.07407595
940,6887279,-0.13941650,-5.45800781,-0.07476747
941,6889268,-0.02482567,-5.94628906,-0.07458567
942,6891269,-0.06314378,-5.64111328,-0.07469567
943,6893278,-0.13236232,-6.92285156,-0.07536702
944,6895267,-0.40930530,-6.43457031,-0.07814963
945,6897260,-0.53846134,-5.88525391,-0.08188117
946,6899262,-0.97685267,-2.71142578,-0.08885357
947,6901267,-1.13454028,3.51416016,-0.09679094
948,6903280,-1.16790230,13.70703125,-0.10460286
949,6905273,-1.16110766,27.01269531,-0.11187386
950,6907266,-1.09635715,41.66113281,-0.11810006
951,6909259,-1.13673919,55.88232422,-0.12409266
952,6911264,-1.13081313,70.04248047,-0.12949710
953,6913276,-0.88659161,80.72363281,-0.13256911
954,6915269,-1.07568014,85.97265625,-0.13686291
955,6917262,-0.95427765,89.32958984,-0.14006321
956,6919255,-0.67437434,90.73339844,-0.14103412
957,6921260,-0.68666815,94.39550781,-0.14197367
958,6923272,-0.61839973,94.45654297,-0.14232215
959,6925265,-0.51395192,92.86962891,-0.14194316
960,6927258,-0.43889051,90.79443359,-0.14106314
961,6929248,-0.22191873,89.08544922,-0.13859326
962,6931249,-0.22388148,86.64404297,-0.13623062
963,6933258,-0.27321300,82.85986328,-0.13435594
964,6935248,-0.26663739,80.47949219,-0.13257051
965,6937237,-0.15950536,81.51708984,-0.12997751
966,6939226,-0.04438197,79.99121094,-0.12655367
967,6941227,-0.16449509,77.54980469,-0.12414291
968,6943235,-0.14694401,77.79394531,-0.12160862
969,6945210,-0.13131338,78.95361328,-0.11898002
970,6947199,-0.21550572,77.61083984,-0.11704243
971,6949173,-0.17260561,76.87841797,-0.11482190
972,6951175,-0.12037803,77.79394531,-0.11219513
973,6953183,-0.15288932,81.27294922,-0.10970402
974,6955172,-0.22340134,81.39501953,-0.10776642
975,6957162,-0.34201374,85.30126953,-0.10665352
976,6959166,-0.10026550,88.84130859,-0.10356601
977,6961209,-0.09708218,92.32031250,-0.10030625
978,6963277,-0.26054155,96.16552734,-0.09812952
979,6965266,-0.23591077,96.71484375,-0.09580819
980,6967255,-0.12964519,97.32519531,-0.09271963
981,6969248,-0.17982557,99.03417969,-0.08998584
982,6971249,-0.04429919,98.48486328,-0.08622520
983,6973258,-0.02280862,97.75244141,-0.08232543
984,6975248,-0.04918220,97.32519531,-0.07871204
985,6977237,-0.06117690,97.69140625,-0.07521407
986,6979226,0.14175837,95.67724609,-0.07024099
987,6981227,0.06865777,93.47998047,-0.06592943
988,6983236,0.04053874,91.77099609,-0.06190027
989,6985225,-0.04492982,91.64892578,-0.05860901
990,6987215,-0.05227959,90.48925781,-0.05543315
991,6989204,-0.02608014,87.98681641,-0.05215411
992,6991274,-0.01192490,86.94921875,-0.04878027
993,6993288,-0.15709010,87.01025391,-0.04651844
994,6995277,-0.31854631,87.37646484,-0.04558770
995,6997266,-0.23534793,86.58300781,-0.04404933
996,6999255,-0.20801391,86.94921875,-0.04231118
997,7001290,-0.23177214,88.65820312,-0.04068565
998,7003302,-0.30509576,89.32958984,-0.03956881
999,7005291,-0.31069777,90.42822266,-0.03853387
1000,7007280,-0.17874598,90.00097656,-0.03650201
1001,7009269,-0.17141375,91.58789062,-0.03439255
1002,7011270,-0.33846953,93.72412109,-0.03349821
1003,7013279,-0.27169783,94.45654297,-0.03203322
1004,7015268,-0.17228193,94.09033203,-0.02985792
1005,7017257,-0.24020799,96.16552734,-0.02817182
1006,7019248,-0.29112881,98.48486328,-0.02680843
1007,7021248,-0.21117663,99.88867188,-0.02477900
1008,7023256,-0.03641993,99.27832031,-0.02140293
1009,7025247,0.04814011,101.29248047,-0.01739246
1010,7027236,-0.10976357,102.33007812,-0.01458263
1011,7029225,-0.10559299,101.17041016,-0.01178126
1012,7031226,0.07591765,100.56005859,-0.00763252
1013,7033235,0.01528695,101.10937500,-0.00393705
1014,7035209,-0.06394241,100.98730469,-0.00092627
1015,7037198,-0.02992863,100.25488281,0.00229997
1016,7039172,0.01628305,99.58349609,0.00583125
1017,7041265,0.06595335,99.40039062,0.00979246
1018,7043278,0.01399738,99.94970703,0.01339247
1019,7045267,-0.03977844,99.27832031,0.01641360
1020,7047256,0.03797345,98.30175781,0.01997343
1021,7049248,-0.02142990,98.91210938,0.02306240
1022,7051248,0.02704645,98.91210938,0.02651059
1023,7053257,0.03387455,98.11865234,0.02999490
1024,7055248,0.00860986,97.38623047,0.03319779
1025,7057237,-0.01018147,97.56933594,0.03622744
1026,7059233,-0.02808715,98.30175781,0.03912260
1027,7061313,0.01002833,98.11865234,0.04236516
1028,7063352,0.00713866,97.99658203,0.04561199
1029,7065342,-0.03810011,97.38623047,0.04835405
1030,7067330,-0.01086419,97.50830078,0.05125922
1031,7069320,0.04205574,98.91210938,0.05458396
1032,7071320,0.14531173,98.72900391,0.05869068
1033,7073329,0.30616617,97.32519531,0.06398882
1034,7075319,0.32931729,95.18896484,0.06932048
1035,7077308,0.27649394,90.91650391,0.07407396
1036,7079297,0.31712572,86.52197266,0.07895138
1037,7081298,0.34632052,82.12744141,0.08387180
1038,7083307,0.30870940,77.48876953,0.08833403
1039,7085296,0.20972968,72.36181641,0.09180253
1040,7087285,0.10118780,68.82177734,0.09427619
1041,7089275,0.08305359,65.15966797,0.09646839
1042,7091276,0.05489970,63.38964844,0.09835647
1043,7093285,0.18850991,61.25341797,0.10120039
1044,7095274,0.32133802,60.39892578,0.10497345
1045,7097267,0.64686498,57.40820312,0.11112147
1046,7099259,0.58255536,53.62402344,0.11660920
1047,7101263,0.74321056,41.90527344,0.12295161
1048,7103277,0.53786674,32.75000000,0.12734947
1049,7105271,0.47820851,20.97021484,0.13086012
1050,7107263,0.67031931,9.73974609,0.13541815
1051,7109256,0.58120464,0.34033203,0.13891980
1052,7111289,0.57099078,-10.82910156,0.14194302
1053,7113305,0.40039185,-20.04541016,0.14329639
1054,7115294,0.29837312,-29.13964844,0.14355656
1055,7117287,0.50492974,-36.28076172,0.14513036
1056,7119279,0.49520515,-39.45458984,0.14647217
1057,7121283,0.69616792,-46.04638672,0.14913821
1058,7123296,0.82891853,-52.21093750,0.15256664
1059,7125288,0.81542972,-60.14550781,0.15562503
1060,7127289,0.89806363,-74.36669922,0.15885391
1061,7129282,0.91820026,-89.99169922,0.16168322
1062,7131287,1.06565978,-109.70605469,0.16496748
1063,7133299,0.90973203,-127.95556641,0.16635406
1064,7135292,0.58124122,-146.08300781,0.16463976
1065,7137281,0.39272018,-162.07421875,0.16093475
1066,7139270,0.23534073,-172.99951172,0.15563964
1067,7141271,0.07567231,-182.09375000,0.14881642
1068,7143280,-0.16154088,-185.20654297,0.14001511
1069,7145269,-0.32658651,-185.93896484,0.13004362
1070,7147247,-0.01600000,-185.38964844,0.12255224
1071,7149235,0.25394860,-184.16894531,0.11722349
1072,7151273,-0.14693023,-181.78857422,0.10884275
1073,7153290,-0.54098879,-182.94824219,0.09743543
1074,7155282,-0.58866914,-177.88232422,0.08599759
1075,7157275,-0.45825372,-177.39404297,0.07571049
1076,7159278,-0.36086645,-172.99951172,0.06635774
1077,7161358,-0.71540980,-163.96630859,0.05450019
1078,7163388,-0.69980867,-156.33691406,0.04306199
1079,7165380,-0.81863589,-147.73095703,0.03128310
1080,7167373,-0.82220770,-134.54736328,0.02000025
1081,7169366,-0.66200771,-124.53759766,0.01039958
1082,7171371,-0.64216790,-109.95019531,0.00147587
1083,7173384,-0.73437756,-100.42871094,-0.00774365
