1,17,2095
2,17,1391
3,17,1097
4,17,1082
5,17,1008
6,17,960
7,17,924
8,17,895
9,17,824
10,17,859
11,17,840
12,17,763
13,17,819
14,17,810
15,17,801
16,17,797
17,17,791
18,17,739
19,17,783
20,17,780
21,17,713
22,17,776
23,17,769
24,17,765
25,17,768
26,17,765
27,17,719
28,17,765
29,17,762
30,17,699
31,17,759
32,17,759
33,17,753
34,17,758
35,17,757
36,17,711
37,17,758
38,17,755
39,17,692
40,17,755
41,17,753
42,17,755
43,17,749
44,17,753
45,17,707
46,17,753
47,17,751
48,17,689
49,17,751
50,17,751
51,17,747
52,17,752
53,17,750
54,17,708
55,17,751
56,17,750
57,17,689
58,17,750
59,17,751
60,17,746
61,17,751
62,17,749
63,17,706
64,17,751
65,17,750
66,17,688
67,17,749
68,17,749
69,17,748
70,17,750
71,17,750
72,17,705
73,17,751
74,17,749
75,17,688
76,17,750
77,17,750
78,17,746
79,17,750
80,17,748
81,17,705
82,17,750
83,17,750
84,17,687
85,17,749
86,17,750
87,17,746
88,17,749
89,17,750
90,17,705
91,17,751
92,17,749
93,17,688
94,17,750
95,17,750
96,17,746
97,17,749
98,17,750
99,17,703
100,17,750
101,17,748
102,17,688
103,17,749
104,17,748
105,17,745
106,17,749
107,17,749
108,17,703
109,17,750
110,17,748
111,17,688
112,17,749
113,17,748
114,17,745
115,17,750
116,17,749
117,17,705
118,17,750
119,17,748
120,17,686
121,17,749
122,17,750
123,17,745
124,17,749
125,17,748
126,17,708
127,17,746
128,17,748
129,17,686
130,17,748
131,17,749
132,17,745
133,17,749
134,17,748
135,17,705
136,17,750
137,17,747
138,17,688
139,17,749
140,17,748
141,17,745
142,17,749
143,17,748
144,17,704
145,17,749
146,17,749
147,17,686
148,17,748
149,17,749
150,17,746
151,17,749
152,17,749
153,17,704
154,17,750
155,17,748
156,17,687
157,17,749
158,17,749
159,17,744
160,17,749
161,17,750
162,17,703
163,17,751
164,17,748
165,17,686
166,17,750
167,17,749
168,17,746
169,17,749
170,17,750
171,17,704
172,17,751
173,17,749
174,17,688
175,17,748
176,17,750
177,17,746
178,17,750
179,17,748
180,17,706
181,17,750
182,17,749
183,17,689
184,17,750
185,17,749
186,17,746
187,17,750
188,17,748
189,17,706
190,17,750
191,17,749
192,17,688
193,17,748
194,17,749
195,17,745
196,17,749
197,17,749
198,17,705
199,17,750
200,17,749
201,17,687
202,17,749
203,17,750
204,17,746
205,17,750
206,17,749
207,17,705
208,17,750
209,17,749
210,17,688
211,17,748
212,17,749
213,17,746
214,17,749
215,17,749
216,17,704
217,17,750
218,17,749
219,17,686
220,17,750
221,17,748
222,17,746
223,17,749
224,17,749
225,17,709
226,17,744
227,17,749
228,17,686
229,17,748
230,17,749
231,17,745
232,17,748
233,17,749
234,17,703
235,17,750
236,17,748
237,17,686
238,17,747
239,17,749
240,17,745
241,17,748
242,17,750
243,17,704
244,17,750
245,17,749
246,17,687
247,17,749
248,17,749
249,17,744
250,17,750
251,17,747
252,17,704
253,17,750
254,17,749
255,17,686
256,17,748
257,17,749
258,17,745
259,17,748
260,17,749
261,17,705
262,17,749
263,17,748
264,17,688
